date,hospital_id,total_visits,respiratory_visits,cardiac_visits,er_visits,urgent_care_visits,admissions,icu_admits,avg_wait_minutes,avg_los_hours,day_visits,night_visits,is_weekend
2019-09-28,PHX_ALL,126,74,52,87,39,21,2,67.1591158386723,7.579097811389144,72,54,1
2019-09-29,PHX_ALL,91,45,46,58,33,16,2,51.50315795430457,6.203549144815953,56,35,1
2019-09-30,PHX_ALL,110,52,58,72,38,22,3,68.15996388965135,8.687861582406509,63,47,0
2019-10-01,PHX_ALL,97,57,40,59,38,15,2,60.90138612570778,7.899204181599528,61,36,0
2019-10-02,PHX_ALL,85,48,37,53,32,18,2,87.51906335266116,8.117768197795137,47,38,0
2019-10-03,PHX_ALL,102,51,51,66,36,18,2,71.01205981151979,7.229603863524487,64,38,0
2019-10-04,PHX_ALL,99,50,49,61,38,19,3,61.42527539825101,6.82316453130557,55,44,0
2019-10-05,PHX_ALL,101,61,40,74,27,16,1,56.851107446503306,6.441684933370771,64,37,1
2019-10-06,PHX_ALL,109,53,56,65,44,19,2,52.65769271544971,8.038917583740659,63,46,1
2019-10-07,PHX_ALL,92,58,34,62,30,14,2,54.39824731410053,6.300206775471765,57,35,0
2019-10-08,PHX_ALL,98,49,49,61,37,21,2,65.31953417407306,9.30866306896655,59,39,0
2019-10-09,PHX_ALL,104,61,43,67,37,21,3,77.61862921275815,6.27235741890656,61,43,0
2019-10-10,PHX_ALL,116,62,54,86,30,21,2,78.77351313910334,8.093660119212503,71,45,0
2019-10-11,PHX_ALL,82,48,34,51,31,14,2,61.43275865317103,8.706854707213786,53,29,0
2019-10-12,PHX_ALL,134,70,64,100,34,29,4,72.61465867438011,8.779089759263808,74,60,1
2019-10-13,PHX_ALL,85,46,39,54,31,15,2,62.650498851297236,7.375673712491779,55,30,1
2019-10-14,PHX_ALL,95,52,43,68,27,15,1,59.35089602012339,6.431516353038105,58,37,0
2019-10-15,PHX_ALL,104,52,52,71,33,20,3,79.946911966111,6.198230811432296,66,38,0
2019-10-16,PHX_ALL,100,59,41,73,27,22,3,63.48647854979936,8.270050108917586,59,41,0
2019-10-17,PHX_ALL,89,47,42,61,28,13,2,61.00929713402619,8.786147240774946,53,36,0
2019-10-18,PHX_ALL,94,51,43,64,30,16,2,45.473420599834654,6.941150009521828,60,34,0
2019-10-19,PHX_ALL,103,52,51,65,38,22,3,64.3365212278179,6.42093849238365,61,42,1
2019-10-20,PHX_ALL,102,43,59,64,38,17,2,72.29187310371952,5.0818305694509815,62,40,1
2019-10-21,PHX_ALL,107,58,49,79,28,17,2,58.558219383691636,6.659235156337463,59,48,0
2019-10-22,PHX_ALL,101,68,33,66,35,19,2,59.29423732405749,7.4063431575009595,57,44,0
2019-10-23,PHX_ALL,88,52,36,58,30,19,2,67.74168814186932,8.859123240836734,54,34,0
2019-10-24,PHX_ALL,107,59,48,76,31,20,2,55.28674221185557,8.313133692232968,67,40,0
2019-10-25,PHX_ALL,100,54,46,65,35,22,2,73.46240806033535,7.805085404706753,61,39,0
2019-10-26,PHX_ALL,118,65,53,88,30,23,2,66.14284887861518,7.459880338698868,67,51,1
2019-10-27,PHX_ALL,116,67,49,82,34,18,2,66.69145423607037,7.236834282744044,69,47,1
2019-10-28,PHX_ALL,87,43,44,60,27,19,3,52.10897275899524,8.645647597507963,51,36,0
2019-10-29,PHX_ALL,90,55,35,66,24,16,1,65.02437008342307,7.500738540758389,54,36,0
2019-10-30,PHX_ALL,106,62,44,64,42,18,2,86.47897588023504,5.5173993080789785,68,38,0
2019-10-31,PHX_ALL,104,61,43,66,38,20,2,72.45197791568506,6.906460352102757,65,39,0
2019-11-01,PHX_ALL,110,74,36,74,36,19,2,61.085717904475715,6.841783968228373,61,49,0
2019-11-02,PHX_ALL,124,81,43,79,45,19,2,81.2849646839318,7.4337359908225356,79,45,1
2019-11-03,PHX_ALL,138,94,44,98,40,21,2,73.86656363252601,8.822910660285086,82,56,1
2019-11-04,PHX_ALL,104,71,33,77,27,19,3,77.19587985142047,7.472555118205751,65,39,0
2019-11-05,PHX_ALL,117,74,43,78,39,24,3,76.5534112173149,7.763134592996338,66,51,0
2019-11-06,PHX_ALL,108,67,41,70,38,21,2,43.85486747622614,8.973473161325236,67,41,0
2019-11-07,PHX_ALL,108,71,37,80,28,24,3,59.36736293635978,6.963538910213312,62,46,0
2019-11-08,PHX_ALL,124,90,34,83,41,21,2,79.7550817826831,9.84419952588735,74,50,0
2019-11-09,PHX_ALL,133,78,55,90,43,23,3,76.11325817716015,7.488692408628914,73,60,1
2019-11-10,PHX_ALL,132,76,56,86,46,21,3,66.40995241833718,8.229198196612572,75,57,1
2019-11-11,PHX_ALL,126,83,43,93,33,20,2,67.7312838760495,7.738796404597233,70,56,0
2019-11-12,PHX_ALL,111,72,39,76,35,19,2,53.05010703928495,7.843419133500961,64,47,0
2019-11-13,PHX_ALL,119,78,41,85,34,24,3,69.99301369978882,8.32459199507313,67,52,0
2019-11-14,PHX_ALL,107,71,36,77,30,23,2,84.78551780812612,8.073835240088878,66,41,0
2019-11-15,PHX_ALL,115,73,42,75,40,25,3,75.9394671258586,7.04688266937942,64,51,0
2019-11-16,PHX_ALL,121,88,33,80,41,20,3,88.82333600950739,6.797085322552429,74,47,1
2019-11-17,PHX_ALL,124,71,53,90,34,26,3,79.25917671831984,10.483171790905711,70,54,1
2019-11-18,PHX_ALL,118,72,46,77,41,20,2,78.61983474682154,7.376015660399446,76,42,0
2019-11-19,PHX_ALL,101,65,36,73,28,16,2,81.09262950196019,8.219212438671986,65,36,0
2019-11-20,PHX_ALL,136,77,59,101,35,29,3,78.81810607473781,6.612358689476804,78,58,0
2019-11-21,PHX_ALL,99,63,36,69,30,19,2,63.202181427944964,7.200387280095324,61,38,0
2019-11-22,PHX_ALL,96,70,26,68,28,16,2,72.06126013297609,7.292800616017557,53,43,0
2019-11-23,PHX_ALL,137,89,48,99,38,25,3,87.73072189697507,8.712815069927833,88,49,1
2019-11-24,PHX_ALL,132,87,45,96,36,22,3,70.76028285830232,5.417545859008062,80,52,1
2019-11-25,PHX_ALL,118,69,49,78,40,24,3,64.62744734127978,8.02614061307833,65,53,0
2019-11-26,PHX_ALL,118,73,45,72,46,21,2,71.51084825944704,6.710258544632106,69,49,0
2019-11-27,PHX_ALL,111,70,41,73,38,24,3,74.9519909354533,8.044345711194925,62,49,0
2019-11-28,PHX_ALL,100,63,37,70,30,15,2,71.38472838929249,6.463670803161837,59,41,0
2019-11-29,PHX_ALL,112,80,32,75,37,20,3,57.2066591984992,6.884517304074419,69,43,0
2019-11-30,PHX_ALL,115,78,37,82,33,21,2,84.79284853650657,7.526372389606733,69,46,1
2019-12-01,PHX_ALL,135,80,55,88,47,25,3,70.3706805648252,7.147670530396804,79,56,1
2019-12-02,PHX_ALL,109,72,37,76,33,19,3,65.57948002489135,7.204465553264645,61,48,0
2019-12-03,PHX_ALL,101,68,33,63,38,20,2,58.07876512009744,6.326624231456684,58,43,0
2019-12-04,PHX_ALL,107,76,31,76,31,23,3,88.68663068749669,5.806829548301273,60,47,0
2019-12-05,PHX_ALL,116,85,31,79,37,25,4,71.73656536230374,8.83795705242936,73,43,0
2019-12-06,PHX_ALL,104,62,42,66,38,21,2,59.392199354547486,6.283951307176071,59,45,0
2019-12-07,PHX_ALL,113,69,44,73,40,24,2,75.81138839969957,7.581319112392016,69,44,1
2019-12-08,PHX_ALL,126,74,52,90,36,24,4,78.95308623448027,8.772891081493784,74,52,1
2019-12-09,PHX_ALL,114,73,41,77,37,24,4,67.69818381136092,7.165055897483957,65,49,0
2019-12-10,PHX_ALL,105,71,34,66,39,18,2,73.22485370226707,6.774834100254462,64,41,0
2019-12-11,PHX_ALL,105,73,32,78,27,19,2,59.89766431335308,7.826238088667421,63,42,0
2019-12-12,PHX_ALL,114,74,40,81,33,20,2,65.25665380040597,8.897933822727152,67,47,0
2019-12-13,PHX_ALL,94,60,34,70,24,17,3,47.118266763471496,6.2106847349135315,57,37,0
2019-12-14,PHX_ALL,106,70,36,70,36,18,2,56.20839132624349,7.469852167982562,64,42,1
2019-12-15,PHX_ALL,114,69,45,77,37,25,3,83.66104644536547,6.047505405032673,66,48,1
2019-12-16,PHX_ALL,108,81,27,79,29,19,3,80.53142902177852,7.26679899631781,65,43,0
2019-12-17,PHX_ALL,115,66,49,78,37,18,1,70.0263091891917,7.834204684538076,71,44,0
2019-12-18,PHX_ALL,129,85,44,91,38,24,3,87.00345157751869,7.225375358244935,71,58,0
2019-12-19,PHX_ALL,121,91,30,77,44,19,2,70.01940410713355,7.4630081661747685,72,49,0
2019-12-20,PHX_ALL,109,71,38,73,36,17,2,65.75271757945673,6.271773231692549,61,48,0
2019-12-21,PHX_ALL,123,79,44,76,47,20,2,72.35208518772446,8.037078611381494,70,53,1
2019-12-22,PHX_ALL,111,70,41,70,41,20,3,67.30062723741148,8.77569424888315,67,44,1
2019-12-23,PHX_ALL,111,71,40,67,44,20,3,66.57842941151856,6.622856130229537,71,40,0
2019-12-24,PHX_ALL,107,77,30,65,42,22,2,76.24718485719642,7.017328233447618,68,39,0
2019-12-25,PHX_ALL,115,62,53,86,29,23,2,70.70108523164963,8.302546246454183,64,51,0
2019-12-26,PHX_ALL,101,73,28,64,37,18,2,70.99985411547043,8.732090719322736,60,41,0
2019-12-27,PHX_ALL,117,68,49,82,35,20,2,78.35104420221865,6.3468101877910685,71,46,0
2019-12-28,PHX_ALL,141,90,51,102,39,24,3,80.40548636523786,8.151215262584051,80,61,1
2019-12-29,PHX_ALL,122,77,45,83,39,25,3,63.837829392734086,8.223130822319524,76,46,1
2019-12-30,PHX_ALL,116,79,37,72,44,18,2,58.97707288828769,7.717943609371153,72,44,0
2019-12-31,PHX_ALL,119,68,51,84,35,18,2,71.89024507845843,5.403207933122912,76,43,0
2020-01-01,PHX_ALL,106,71,35,73,33,22,3,65.42994956140052,8.121090009308771,58,48,0
2020-01-02,PHX_ALL,114,86,28,81,33,21,3,69.89913143136096,9.299336351090645,65,49,0
2020-01-03,PHX_ALL,111,65,46,79,32,18,2,68.1715676860113,7.836661751169504,70,41,0
2020-01-04,PHX_ALL,124,82,42,93,31,21,2,92.86858928133253,6.948893946705737,77,47,1
2020-01-05,PHX_ALL,114,70,44,78,36,25,2,58.558189954869285,7.266872753635717,73,41,1
2020-01-06,PHX_ALL,111,75,36,72,39,23,3,52.380429841430995,9.489913067655593,62,49,0
2020-01-07,PHX_ALL,117,76,41,82,35,23,3,72.75901466815687,8.749962540860558,71,46,0
2020-01-08,PHX_ALL,128,79,49,78,50,24,3,70.38861956329444,8.70002661838433,78,50,0
2020-01-09,PHX_ALL,123,83,40,90,33,23,2,74.42854295783961,8.316412583534376,68,55,0
2020-01-10,PHX_ALL,137,101,36,85,52,30,4,80.771064178272,7.578862887809028,82,55,0
2020-01-11,PHX_ALL,114,73,41,74,40,25,2,79.47283756143116,7.579428819344232,70,44,1
2020-01-12,PHX_ALL,134,92,42,97,37,22,2,63.14219343692848,8.102077264321483,76,58,1
2020-01-13,PHX_ALL,113,66,47,78,35,23,3,64.4462568171427,8.309574316064444,65,48,0
2020-01-14,PHX_ALL,137,82,55,90,47,22,2,79.5300900710461,9.748918894266904,84,53,0
2020-01-15,PHX_ALL,101,68,33,68,33,17,2,71.46370876549781,8.638338136793127,60,41,0
2020-01-16,PHX_ALL,101,73,28,74,27,20,2,82.84759640230709,6.100615644203959,64,37,0
2020-01-17,PHX_ALL,104,69,35,68,36,19,2,73.84563176891093,7.803994968901049,61,43,0
2020-01-18,PHX_ALL,98,62,36,72,26,21,2,63.94569123290979,8.196763345167897,57,41,1
2020-01-19,PHX_ALL,117,76,41,72,45,18,2,62.976513976458705,8.458860330144635,76,41,1
2020-01-20,PHX_ALL,102,60,42,73,29,19,2,61.08568117824784,6.910766236612581,65,37,0
2020-01-21,PHX_ALL,113,77,36,82,31,24,3,64.15837741634316,10.674109215768361,62,51,0
2020-01-22,PHX_ALL,115,80,35,72,43,25,3,74.74186902811009,6.522915437668882,72,43,0
2020-01-23,PHX_ALL,134,84,50,89,45,22,2,77.25597956468663,7.09681155333395,75,59,0
2020-01-24,PHX_ALL,123,77,46,77,46,22,2,61.31080343326258,8.193595081261575,68,55,0
2020-01-25,PHX_ALL,116,77,39,82,34,22,3,66.31278824727653,9.936803054963853,67,49,1
2020-01-26,PHX_ALL,112,70,42,76,36,18,2,75.62038042761137,6.903805149295829,65,47,1
2020-01-27,PHX_ALL,117,76,41,81,36,25,3,72.91329883979246,7.574171634353007,74,43,0
2020-01-28,PHX_ALL,95,72,23,60,35,20,3,68.04915692810216,8.477293673015692,59,36,0
2020-01-29,PHX_ALL,133,85,48,84,49,22,2,77.9633736804581,8.142137845112266,86,47,0
2020-01-30,PHX_ALL,125,79,46,76,49,20,2,85.51144587687088,7.665396145469704,78,47,0
2020-01-31,PHX_ALL,106,65,41,69,37,17,2,68.68834451059496,8.18563290188672,63,43,0
2020-02-01,PHX_ALL,103,71,32,70,33,22,3,62.81181761703442,7.832517990229594,64,39,1
2020-02-02,PHX_ALL,139,89,50,101,38,23,2,69.3739596709315,9.310438785636793,90,49,1
2020-02-03,PHX_ALL,110,68,42,77,33,20,2,69.99687566567769,8.991468889065363,68,42,0
2020-02-04,PHX_ALL,126,90,36,84,42,23,2,53.27436788179932,8.327003060005362,79,47,0
2020-02-05,PHX_ALL,92,66,26,68,24,18,2,61.125687985338296,7.631732725378309,59,33,0
2020-02-06,PHX_ALL,104,64,40,74,30,16,2,64.55328112062925,7.794110982286133,58,46,0
2020-02-07,PHX_ALL,111,62,49,82,29,18,2,57.38423317106175,8.209130556649288,69,42,0
2020-02-08,PHX_ALL,124,87,37,84,40,27,4,64.77387329075202,8.035170637871465,79,45,1
2020-02-09,PHX_ALL,118,73,45,75,43,25,3,76.87726024118594,7.85939151767771,76,42,1
2020-02-10,PHX_ALL,119,82,37,72,47,24,2,72.5456939925997,9.076627120827242,68,51,0
2020-02-11,PHX_ALL,98,54,44,69,29,15,1,65.21430666965863,8.976116180355042,59,39,0
2020-02-12,PHX_ALL,110,76,34,68,42,19,3,70.45078027145618,6.192447055366579,68,42,0
2020-02-13,PHX_ALL,113,67,46,73,40,22,2,69.6410207035914,7.770021151740569,65,48,0
2020-02-14,PHX_ALL,117,80,37,80,37,20,2,80.04290050286652,7.151305566554765,71,46,0
2020-02-15,PHX_ALL,132,86,46,90,42,28,3,75.58743345362919,7.829028533513928,76,56,1
2020-02-16,PHX_ALL,110,66,44,76,34,21,3,56.334295089449995,8.102516209735322,64,46,1
2020-02-17,PHX_ALL,93,59,34,58,35,14,1,75.94103971899528,8.029438371542469,55,38,0
2020-02-18,PHX_ALL,127,87,40,83,44,27,2,76.06272213863076,7.927873556388654,77,50,0
2020-02-19,PHX_ALL,115,75,40,80,35,25,2,64.78597015363945,5.886659665277198,68,47,0
2020-02-20,PHX_ALL,102,69,33,76,26,16,1,55.57278625363985,6.57495441942382,61,41,0
2020-02-21,PHX_ALL,130,97,33,92,38,24,3,77.16731376766437,8.996499670200166,75,55,0
2020-02-22,PHX_ALL,125,71,54,92,33,21,3,71.562623960205,5.259573577965069,71,54,1
2020-02-23,PHX_ALL,137,100,37,98,39,24,2,88.69317428825926,9.427427151682,76,61,1
2020-02-24,PHX_ALL,112,73,39,77,35,18,1,65.83274175466538,8.26122999064454,64,48,0
2020-02-25,PHX_ALL,136,82,54,86,50,26,3,69.10095368254026,9.536176081530023,83,53,0
2020-02-26,PHX_ALL,132,77,55,92,40,29,4,81.76636974588742,7.94143081311904,83,49,0
2020-02-27,PHX_ALL,108,69,39,75,33,20,3,74.80225514173466,5.598594575977096,61,47,0
2020-02-28,PHX_ALL,123,86,37,85,38,19,2,73.24921094088157,8.390362641506497,69,54,0
2020-02-29,PHX_ALL,131,84,47,88,43,25,3,79.71085638139927,9.394653124038342,82,49,1
2020-03-01,PHX_ALL,126,79,47,86,40,22,3,72.4985030340621,8.94472180551342,73,53,1
2020-03-02,PHX_ALL,86,41,45,56,30,18,3,62.67092080807397,6.557308516511965,55,31,0
2020-03-03,PHX_ALL,106,58,48,72,34,19,3,76.11992706051139,7.706761075462647,66,40,0
2020-03-04,PHX_ALL,110,54,56,69,41,18,2,73.00254667217203,7.167163731220076,64,46,0
2020-03-05,PHX_ALL,76,43,33,55,21,12,1,56.445804493339,6.2007335358106275,44,32,0
2020-03-06,PHX_ALL,83,49,34,52,31,17,2,70.7189003674092,8.115388571179851,50,33,0
2020-03-07,PHX_ALL,85,45,40,52,33,14,2,41.581157017667906,6.002467688734838,47,38,1
2020-03-08,PHX_ALL,106,44,62,71,35,22,3,83.21658649137548,6.726183569418388,60,46,1
2020-03-09,PHX_ALL,106,59,47,74,32,17,2,53.152327240874115,6.515974366527614,60,46,0
2020-03-10,PHX_ALL,115,66,49,77,38,20,2,64.48325740182163,6.309752476700954,72,43,0
2020-03-11,PHX_ALL,98,56,42,63,35,18,2,64.07265971843945,7.606414291842603,59,39,0
2020-03-12,PHX_ALL,117,72,45,80,37,25,3,68.9281546341747,9.001503048481975,64,53,0
2020-03-13,PHX_ALL,81,40,41,53,28,17,2,67.35128832021243,6.9351232437547345,50,31,0
2020-03-14,PHX_ALL,89,52,37,66,23,15,2,53.23730705111813,5.774252199435834,53,36,1
2020-03-15,PHX_ALL,109,66,43,80,29,19,2,69.78613453986449,8.519944539742028,66,43,1
2020-03-16,PHX_ALL,102,47,55,69,33,16,2,60.974303214241964,9.225701754034972,58,44,0
2020-03-17,PHX_ALL,97,55,42,63,34,18,3,66.46112783469933,6.793757675853405,59,38,0
2020-03-18,PHX_ALL,73,38,35,52,21,13,2,56.38182192161699,6.481445733282282,47,26,0
2020-03-19,PHX_ALL,96,52,44,58,38,20,3,64.54348522146383,7.935660630083394,54,42,0
2020-03-20,PHX_ALL,82,47,35,55,27,18,3,55.20060134028523,8.761873747785051,47,35,0
2020-03-21,PHX_ALL,117,61,56,76,41,21,2,66.01948839923134,7.320165854274774,67,50,1
2020-03-22,PHX_ALL,114,59,55,84,30,21,2,71.4981801122194,6.447550219001795,66,48,1
2020-03-23,PHX_ALL,86,47,39,52,34,18,2,68.34972404604835,7.851418606272406,51,35,0
2020-03-24,PHX_ALL,91,45,46,62,29,19,2,57.513765326417214,8.1190680731423,57,34,0
2020-03-25,PHX_ALL,85,42,43,60,25,13,1,53.549859643416724,7.206131450435227,55,30,0
2020-03-26,PHX_ALL,97,57,40,65,32,17,2,69.00768132537469,6.881866740342549,55,42,0
2020-03-27,PHX_ALL,109,54,55,67,42,20,3,67.43996885553847,8.674378730992046,66,43,0
2020-03-28,PHX_ALL,98,57,41,73,25,16,2,71.04398507188762,7.988036004547964,60,38,1
2020-03-29,PHX_ALL,116,66,50,79,37,19,2,62.55362229303081,7.051564483096508,70,46,1
2020-03-30,PHX_ALL,91,42,49,63,28,14,1,48.06448859661255,7.369094731305672,54,37,0
2020-03-31,PHX_ALL,88,45,43,56,32,17,2,57.135967345389325,5.908292467975353,50,38,0
2020-04-01,PHX_ALL,96,59,37,65,31,16,1,57.66917912587987,8.10589045643792,57,39,0
2020-04-02,PHX_ALL,85,43,42,56,29,13,2,59.8696927993576,6.9377664306171445,50,35,0
2020-04-03,PHX_ALL,91,48,43,56,35,15,1,57.205238285836884,6.884289167615263,57,34,0
2020-04-04,PHX_ALL,95,54,41,59,36,20,2,69.4281356106916,7.367125514847566,60,35,1
2020-04-05,PHX_ALL,133,78,55,97,36,28,3,72.59479790061988,8.200307699330248,75,58,1
2020-04-06,PHX_ALL,98,53,45,62,36,18,3,65.60379599019122,8.354930061565561,55,43,0
2020-04-07,PHX_ALL,89,46,43,56,33,16,2,62.961076467527555,7.871090531325222,57,32,0
2020-04-08,PHX_ALL,100,62,38,68,32,22,2,66.55964073929749,7.343590721207197,60,40,0
2020-04-09,PHX_ALL,96,61,35,69,27,16,1,63.60696711636021,8.183668149718995,61,35,0
2020-04-10,PHX_ALL,95,57,38,58,37,16,2,67.58480552328251,7.800737253691613,53,42,0
2020-04-11,PHX_ALL,117,65,52,80,37,20,2,63.734758929393536,7.413400363713963,71,46,1
2020-04-12,PHX_ALL,119,61,58,74,45,19,2,81.89534341323105,7.755281841763514,72,47,1
2020-04-13,PHX_ALL,91,46,45,55,36,16,2,60.407700933051714,7.17177711115688,58,33,0
2020-04-14,PHX_ALL,91,52,39,55,36,19,2,51.80760689681054,7.825261343174202,51,40,0
2020-04-15,PHX_ALL,94,54,40,68,26,18,2,64.70458685593418,7.012977385278358,54,40,0
2020-04-16,PHX_ALL,70,43,27,43,27,13,1,49.19055614042012,6.509590813578367,41,29,0
2020-04-17,PHX_ALL,79,46,33,48,31,17,2,64.022676276071,9.04875730943396,50,29,0
2020-04-18,PHX_ALL,126,60,66,84,42,19,2,90.47684460833902,8.959735481747103,81,45,1
2020-04-19,PHX_ALL,129,78,51,94,35,21,2,67.40742326753718,7.319399335574861,84,45,1
2020-04-20,PHX_ALL,95,48,47,61,34,18,2,66.15897866579188,7.9709409939421985,61,34,0
2020-04-21,PHX_ALL,105,56,49,70,35,20,2,52.45595529036298,7.7183500656551765,58,47,0
2020-04-22,PHX_ALL,101,57,44,61,40,15,1,68.93124183553077,7.911551175260094,56,45,0
2020-04-23,PHX_ALL,135,88,47,90,45,24,2,68.41428960160248,8.337341324565104,76,59,0
2020-04-24,PHX_ALL,111,78,33,76,35,22,2,63.30132305252414,8.909642645485237,65,46,0
2020-04-25,PHX_ALL,108,63,45,74,34,21,3,58.58970808128138,8.005620344651446,68,40,1
2020-04-26,PHX_ALL,98,53,45,64,34,19,3,70.25720980843789,7.3979113017857125,63,35,1
2020-04-27,PHX_ALL,78,45,33,50,28,13,1,66.4584348597861,8.102190576983018,44,34,0
2020-04-28,PHX_ALL,100,59,41,62,38,16,2,65.18708171726806,7.733285041087872,61,39,0
2020-04-29,PHX_ALL,89,48,41,58,31,16,2,54.78458635731425,7.4014785793290585,57,32,0
2020-04-30,PHX_ALL,81,52,29,50,31,13,1,72.0161842888309,7.434022602486115,48,33,0
2020-05-01,PHX_ALL,90,51,39,64,26,19,2,55.99671897796275,7.206390976633633,50,40,0
2020-05-02,PHX_ALL,97,56,41,72,25,18,2,46.80374160058048,7.449226992995468,58,39,1
2020-05-03,PHX_ALL,130,76,54,97,33,22,3,77.66711207965655,7.513305411238127,76,54,1
2020-05-04,PHX_ALL,108,62,46,79,29,22,3,58.56180261086787,6.908832780376121,66,42,0
2020-05-05,PHX_ALL,98,58,40,68,30,18,2,72.3088703479934,6.46142961351756,58,40,0
2020-05-06,PHX_ALL,115,60,55,81,34,20,3,66.45089842661265,6.408016713202924,63,52,0
2020-05-07,PHX_ALL,99,52,47,64,35,20,3,69.52970592435358,6.600282638615444,64,35,0
2020-05-08,PHX_ALL,87,43,44,60,27,18,2,72.31200277241726,7.0657329655330745,53,34,0
2020-05-09,PHX_ALL,128,73,55,86,42,25,3,63.72912908303423,8.163117582445638,76,52,1
2020-05-10,PHX_ALL,116,68,48,78,38,18,2,65.27250295286075,7.54870343685236,75,41,1
2020-05-11,PHX_ALL,85,49,36,61,24,16,2,59.894631418743494,4.844296509872642,48,37,0
2020-05-12,PHX_ALL,95,60,35,61,34,19,2,75.80041055227474,8.974586357762343,54,41,0
2020-05-13,PHX_ALL,87,48,39,56,31,14,2,55.83293825647643,8.326480122890382,55,32,0
2020-05-14,PHX_ALL,81,47,34,60,21,13,1,54.54397043240794,7.565759851217129,47,34,0
2020-05-15,PHX_ALL,109,54,55,66,43,23,3,71.52512460444646,9.587490672553267,69,40,0
2020-05-16,PHX_ALL,133,71,62,89,44,20,2,70.28217019431544,7.18263588251629,77,56,1
2020-05-17,PHX_ALL,93,54,39,69,24,19,3,64.12020706318093,9.247625120626005,51,42,1
2020-05-18,PHX_ALL,105,62,43,73,32,19,2,54.087700632254986,6.634785923249452,63,42,0
2020-05-19,PHX_ALL,90,48,42,61,29,16,2,79.71463954045277,7.538737925291357,51,39,0
2020-05-20,PHX_ALL,92,50,42,59,33,14,1,51.818326157524766,6.0661626748657955,58,34,0
2020-05-21,PHX_ALL,91,43,48,59,32,19,2,59.72597836807833,7.334694095544367,56,35,0
2020-05-22,PHX_ALL,87,46,41,63,24,15,2,60.84015171326324,7.626166497998389,56,31,0
2020-05-23,PHX_ALL,110,65,45,75,35,21,2,83.30150507485436,7.545309668865445,69,41,1
2020-05-24,PHX_ALL,100,58,42,68,32,20,3,54.401233752538076,8.213877444090137,57,43,1
2020-05-25,PHX_ALL,101,58,43,62,39,20,2,81.16963308383,7.619014449487257,64,37,0
2020-05-26,PHX_ALL,97,54,43,58,39,21,2,70.15741456881618,6.917585271622491,60,37,0
2020-05-27,PHX_ALL,95,52,43,71,24,18,2,66.83676259538596,6.8331866821976615,59,36,0
2020-05-28,PHX_ALL,87,45,42,57,30,15,2,53.222930503856354,8.050913772615697,55,32,0
2020-05-29,PHX_ALL,91,53,38,63,28,20,2,66.86912993630459,6.6662579701930325,55,36,0
2020-05-30,PHX_ALL,119,68,51,73,46,23,3,64.91210702064159,8.795402970484936,71,48,1
2020-05-31,PHX_ALL,116,67,49,81,35,20,3,79.9332900255873,9.04271179283193,71,45,1
2020-06-01,PHX_ALL,86,45,41,64,22,14,1,53.03150376713813,5.55128613765387,50,36,0
2020-06-02,PHX_ALL,99,44,55,68,31,21,2,63.79473204435133,8.612926387301036,56,43,0
2020-06-03,PHX_ALL,107,65,42,66,41,19,2,62.65781529589462,9.700422698444699,65,42,0
2020-06-04,PHX_ALL,78,41,37,54,24,15,2,50.499816300584044,7.312003761201929,45,33,0
2020-06-05,PHX_ALL,104,53,51,74,30,19,2,72.13055853526332,8.179084185294823,58,46,0
2020-06-06,PHX_ALL,102,60,42,67,35,17,2,69.88366997927706,8.577005324369159,56,46,1
2020-06-07,PHX_ALL,117,62,55,86,31,22,3,79.77208159120798,7.564517684820977,71,46,1
2020-06-08,PHX_ALL,89,54,35,62,27,14,1,47.46099913433466,7.46228022353787,52,37,0
2020-06-09,PHX_ALL,76,44,32,56,20,14,2,66.31336561872834,5.70580047037689,48,28,0
2020-06-10,PHX_ALL,78,46,32,54,24,15,2,78.44359124285515,7.198635028530451,46,32,0
2020-06-11,PHX_ALL,98,47,51,61,37,18,2,60.78687128658443,7.958111995644542,59,39,0
2020-06-12,PHX_ALL,101,62,39,65,36,20,2,80.46118889687176,8.03616302292647,60,41,0
2020-06-13,PHX_ALL,99,56,43,62,37,21,3,62.59470982352139,8.54542472359758,61,38,1
2020-06-14,PHX_ALL,118,63,55,87,31,24,3,59.42072209950955,7.085197821864471,69,49,1
2020-06-15,PHX_ALL,78,43,35,56,22,12,2,55.95494046074563,6.527393243326504,50,28,0
2020-06-16,PHX_ALL,97,45,52,68,29,16,2,72.4856317414022,9.335507345991354,62,35,0
2020-06-17,PHX_ALL,83,47,36,54,29,16,2,53.19458814134775,7.00967162623629,53,30,0
2020-06-18,PHX_ALL,90,45,45,56,34,19,2,57.1972907279481,7.5000337873123275,58,32,0
2020-06-19,PHX_ALL,99,48,51,71,28,21,2,69.44831545834553,7.412989958274779,59,40,0
2020-06-20,PHX_ALL,100,47,53,67,33,21,2,65.02448093390858,6.678319173694978,60,40,1
2020-06-21,PHX_ALL,105,64,41,67,38,18,2,71.17698361989393,9.223529210891806,66,39,1
2020-06-22,PHX_ALL,110,57,53,76,34,20,3,69.90263632606668,7.172298588079395,68,42,0
2020-06-23,PHX_ALL,91,57,34,55,36,17,2,66.13700255641258,6.19271447629307,58,33,0
2020-06-24,PHX_ALL,108,57,51,70,38,17,2,63.94159051352368,7.209259722697248,67,41,0
2020-06-25,PHX_ALL,84,39,45,56,28,13,2,62.05384753624314,5.178293998274466,55,29,0
